"dateTime","r0_1","Cn2","residual_Kolmo","r0Kalman","L0Kalman","residual_Kalman","r0power","r0expo","residual_power","r0max","r0min","Cn2max","Cn2min","r0noTT.0.","Cn2noTT","r0noTT.1.","residual_KolmonoTT","imamax","npixsat","offsets.0.","offsets.1.","flagdata","sensor","location"
2022-08-18 19:45:00,1.00711,1.4858e-13,0.00092,0.79799,0.42936,0.00083,2.33191,1.40082,0.00084,0.93599,1.14804,1.6787e-13,1.1945e-13,0.73417,0.54024,2.5163e-13,0.00036,65528,1,0,0,0,"freflow","1"
2022-08-18 19:50:00,0.91084,1.7567e-13,0.00117,0.78321,0.94324,0.00115,0.93834,1.64792,0.00117,0.91535,0.96244,1.7423e-13,1.6025e-13,0.80328,0.58399,2.166e-13,0.00036,65527.206,0,0,0,0,"freflow","1"
2022-08-18 19:55:00,0.79463,2.2054e-13,0.00106,0.62204,0.39611,0.00089,1.99249,1.368,9e-04,0.77629,0.9294,2.2929e-13,1.6986e-13,0.6038,0.45935,3.4855e-13,0.00049,65519.066,0,0,0,0,"freflow","1"
2022-08-18 20:00:00,0.58223,3.7034e-13,0.00155,0.5097,0.96696,0.00147,0.92639,1.48226,0.00148,0.58039,0.62739,3.7231e-13,3.2699e-13,0.51822,0.40444,4.4969e-13,0.00065,65469.892,0,0,0,0,"freflow","1"
2022-08-18 20:05:00,0.60724,3.4527e-13,0.0025,0.56724,3.125,0.00249,0.58724,1.66917,0.0025,0.63968,0.69378,3.1659e-13,2.7652e-13,0.68738,0.51711,2.8082e-13,0.00048,65334.612,0,0,0,0,"freflow","1"
2022-08-18 20:10:00,0.60853,3.4406e-13,0.00177,0.57056,2.89453,0.00176,0.66474,1.62107,0.00177,0.61173,0.69155,3.4106e-13,2.78e-13,0.57668,0.44216,3.763e-13,0.00061,64439.688,0,0,0,0,"freflow","1"
2022-08-18 20:15:00,0.66122,2.9958e-13,0.00303,0.61997,2.84375,0.00302,0.64122,1.66917,0.00305,0.58414,0.80633,3.6833e-13,2.1523e-13,0.48218,0.38033,5.0709e-13,0.00083,64358.706,0,0,0,0,"freflow","1"
2022-08-18 20:20:00,0.66627,2.9581e-13,0.00143,0.55753,0.69384,0.00136,1.13108,1.4655,0.00136,0.67836,0.73929,2.8707e-13,2.4874e-13,0.58813,0.44972,3.6417e-13,0.00053,65208.924,0,0,0,0,"freflow","1"
2022-08-18 20:25:00,0.66027,3.003e-13,0.00198,0.59224,1.31274,0.00195,1.03469,1.49064,0.00195,0.62265,0.79253,3.3115e-13,2.2152e-13,0.56274,0.43268,3.9196e-13,0.00051,65477.028,0,0,0,0,"freflow","1"
2022-08-18 20:30:00,0.59395,3.5825e-13,0.00357,0.55395,2.875,0.00357,0.58395,1.66917,0.00358,0.54568,0.67794,4.126e-13,2.8737e-13,0.43802,0.35166,5.9512e-13,0.00104,65528,1,0,0,0,"freflow","1"
2022-08-18 20:35:00,0.70769,2.6752e-13,0.00093,0.65337,1.65357,9e-04,0.91352,1.56484,9e-04,0.68872,0.82346,2.7991e-13,2.0782e-13,0.65816,0.49393,3.0191e-13,0.00043,65528,1,0,0,0,"freflow","1"
2022-08-18 20:40:00,0.68674,2.8126e-13,0.00074,0.63554,1.79691,0.00071,0.91607,1.5509,0.00071,0.68845,0.80988,2.801e-13,2.1366e-13,0.6733,0.50246,2.9068e-13,4e-04,65528,1,0,0,0,"freflow","1"
2022-08-18 20:45:00,0.93951,1.6682e-13,0.00079,0.73834,0.40039,0.00066,2.39618,1.37259,0.00066,0.91005,1.05902,1.7592e-13,1.3664e-13,0.73881,0.54294,2.4901e-13,0.00035,65528,1,0,0,0,"freflow","1"
2022-08-18 20:50:00,1.06036,1.3636e-13,7e-04,0.9657,1.63397,0.00069,1.07442,1.65979,7e-04,0.99599,1.19347,1.5136e-13,1.1196e-13,0.97696,0.6864,1.563e-13,0.00024,65528,1,0,0,0,"freflow","1"
2022-08-18 20:55:00,0.805,2.1583e-13,0.00094,0.68198,0.70624,0.00087,1.52699,1.4434,0.00087,0.79099,0.80517,2.2223e-13,2.1575e-13,0.68796,0.51224,2.8043e-13,0.00045,65528,1,0,0,0,"freflow","1"
